name,landscape and content,suitable activities,atmosphere,latitude,longitude,x,y,id
Church of Saint-Georges-de-la-Villette,"19th-century church with stained glass, intimate architecture, and a mix of simplicity and majesty. Features Haitian and Gregorian influences, modest decor, and occasional lighting limitations.","Attending mass (Haitian, Gregorian, Latin rites), enjoying music services, quiet reflection, community worship, and appreciating stained glass artistry.","Warm, welcoming, and spiritually uplifting. Peaceful with diverse congregations, heartfelt ceremonies, and a blend of solemnity and communal warmth.",48.8795343,2.3748228,654149.0790662665,6864572.0058169,145
Saint Louis d'Antin Church - Space Bernanos,"Small, beautiful church with religious art and historical significance (Proust's baptism). Features Bernanos reception space. Notable for Mass services and cultural events like poetry shows.","Attending Mass, prayer, cultural performances, concerts, and events in reception spaces. Quiet reflection or escaping urban noise.","Serene, prayerful, and calm. Offers rejuvenation and tranquility with a spiritual vibe. Peaceful despite central Paris location.",48.8744641,2.327073,650642.3534037812,6864037.020516696,146
Belleville Reformed Church e United Protestant Church of France,"Solemn, elegant Christian church with neutral architecture and decorative elements like hanging roses. Described as a small parish with a community-focused Protestant worship space.","Attending Sunday worship services, participating in community gatherings (e.g., coffee before service), weddings, and personal reflection or spiritual growth.","Warm, welcoming, and inclusive environment filled with kindness, love, and a lively yet solemn sense of community. Non-judgmental and spiritually uplifting.",48.8727609,2.3820644,654674.2779249266,6863814.666662477,147
"Church of Notre-Dame de la Salette, Paris","Modern circular church (built 1965) with unique architecture, stained glass, mosaics by Mathilde Kohn, and a gray-toned interior. Features a round, sober design contrasting traditional churches, with notable acoustics and artistic details.","Attending choir concerts, cultural events (e.g., Corsican songs), prayer, mass, contemplation, and pilgrimages. Ideal for appreciating acoustics and art.","Serene, contemplative, and spiritually uplifting. Blends modern minimalism with warmth, described as peaceful, inspiring, and welcoming despite its stark aesthetics.",48.8336938,2.3004894,648652.3973416049,6859520.699544369,148
Paris Centre Church,"A charismatic church with spiritual themes, described as beautiful and Holy Spirit-filled. Features worship services, prophetic experiences, and a welcoming congregation. Emphasizes biblical teachings and divine presence.","Worship services, prayer meetings, spiritual reflection, community engagement, and participating in uplifting religious experiences.","Warm, inclusive, and spiritually charged. Visitors highlight a loving, non-judgmental environment with tangible divine presence and strong communal bonds.",48.8248774,2.3759204,654181.5427152441,6858494.007905844,149
Armenian Cathedral of St,"Historic Armenian Apostolic church featuring old, beautiful architecture with cultural and religious significance. Described as intimate, small, and undergoing renovation. Notable for its ornate design and status as a community landmark.","Worship, quiet reflection, attending community events (weddings/baptisms), and admiring architectural details. Visits during renovations to observe restoration efforts.","Peaceful, reverent, and welcoming. Offers a secluded, homely ambiance for spiritual connection and community unity, described as inspiring and intimate.",48.8575475,2.3513765,652409.466897741,6862141.109201814,150
Saint George's Anglican Church,"Anglican church with understated elegance, Anglo-Catholic elements, and a mix of traditional and modest architectural features.","Attending worship services, Christmas markets, spiritual reflection, prayer, and community gatherings.","Peaceful, welcoming, spiritually uplifting, with a warm and inclusive congregation.",48.8707095,2.2961307,648369.1441845817,6863639.32426925,151
Cathedrale de la Sainte-Trinite,"Russian Orthodox cathedral with golden domes, mix of old and modern architecture, ornate interiors featuring luxurious icons, and distinctive domed structure. Often noted for its unique design and spiritual artwork.","Sightseeing, photography of domes and architecture, attending Orthodox services, exploring cultural exhibitions, and quiet reflection.","Serene, spiritually uplifting, and welcoming. Blends solemnity with awe for its artistic and cultural significance, highlighted by peaceful vibes and occasional choral singing.",48.8619251,2.3010086,648718.2963007236,6862659.394058851,152
Church of Sainte-Marie des Batignolles,"19th-century neoclassical Catholic church with Greek-inspired facade, trompe l'oeil artwork, immaculate white interior, and well-maintained architecture. Features historical elements and religious art, blending traditional and contemporary styles.","Attending mass/services, cultural events (e.g., Portuguese celebrations, guitar performances), quiet prayer, architectural appreciation, and neighborhood exploration.","Calm, serene oasis with spiritual warmth. Combines peaceful reverence with lively community energy, described as welcoming, charming, and spiritually uplifting.",48.8867536,2.3179942,649988.2637282388,6865409.243572105,153
Bible Baptist Church Paris,"Small Baptist Church with a focus on Bible-based preaching and Christian teachings, emphasizing community and spiritual content.","Attending sermons, participating in worship services, and engaging in fraternal fellowship with the congregation.","Warm, welcoming, and fraternal environment with a strong sense of Christian love and communal support.",48.8381579,2.3145725,649690.4503130678,6860007.991542107,154
Church of Notre-Dame of Clignancourt,"Neo-Gothic church with stained glass, statues (e.g., Saint Rita), and historical significance linked to painter Utillo. Features a small, beautiful design opposite the 18th arrondissement town hall.","Attending mass, prayer, religious services (e.g., Palm Sunday), brief visits for reflection, and admiring architecture or stained glass.","Peaceful and calm despite external noise; described as a soothing haven with a welcoming, diverse congregation during lively services.",48.8929814,2.3449484,651970.5237630191,6866085.006528966,155
